accelerometer_z
9.834
9.833
9.826
9.824
9.825
9.83
9.836
9.827
9.843
9.823
9.839
9.828
9.824
9.827
9.827
9.822
9.832
9.813
9.848
9.838
9.837
9.827
9.832
9.829
9.839
9.823
9.828
9.824
9.841
9.822
9.818
9.827
9.838
9.827
9.833
9.834
9.821
9.818
9.848
9.823
9.804
9.835
9.831
9.817
9.837
9.836
9.833
9.835
9.825
9.828
9.837
9.838
9.837
9.824
9.835
9.837
9.815
9.832
9.831
9.828
9.827
9.836
9.826
9.841
9.82
9.818
9.826
9.833
9.83
9.817
9.819
9.836
9.836
9.826
9.836
9.833
9.824
9.827
9.821
9.832
9.834
9.826
9.82
9.83
9.815
9.827
9.834
9.827
9.829
9.835
9.822
9.827
9.825
9.828
9.837
9.835
9.819
9.818
9.828
9.827
9.83
9.816
9.831
9.836
9.818
9.844
9.834
9.826
9.825
9.828
9.825
9.837
9.827
9.821
9.819
9.839
9.834
9.833
9.817
9.834
9.831
9.827
9.823
9.821
9.821
9.821
9.834
9.819
9.829
9.819
9.839
9.81
9.823
9.808
9.819
9.817
9.809
9.829
9.83
9.829
9.812
9.819
9.823
9.813
9.839
9.825
9.82
9.828
9.848
9.842
9.842
9.834
9.813
9.835
9.823
9.814
9.832
9.825
9.836
9.83
9.814
9.828
9.818
9.832
9.828
9.826
9.828
9.828
9.846
9.826
9.789
9.835
9.837
9.831
9.83
9.827
9.825
9.83
9.835
9.827
9.829
9.844
9.824
9.828
9.826
9.812
9.815
9.834
9.819
9.841
9.84
9.833
9.831
9.82
9.82
9.825
9.816
9.842
9.816
9.816
9.813
9.813
9.836
9.822
9.826
9.833
9.829
9.835
9.829
9.832
9.823
9.836
9.829
9.833
9.818
9.837
9.826
9.798
9.756
9.927
9.568
10.016
9.643
9.861
9.849
9.767
9.955
9.607
10.013
9.704
9.834
10.069
9.574
10.023
9.732
9.598
10.093
9.64
9.885
10.075
9.573
9.94
9.896
9.538
10.004
9.882
9.599
9.992
9.848
9.616
10.113
9.905
9.568
10.08
9.949
9.548
10.044
9.794
9.526
9.992
9.893
9.563
9.934
9.984
9.518
10.048
10.037
9.535
10.016
9.875
9.531
9.943
9.961
9.538
9.849
10.035
9.544
9.986
10.076
9.568
9.922
9.959
9.593
9.877
9.959
9.555
9.879
9.969
9.562
9.899
9.964
9.573
10.068
9.973
9.578
10.062
9.752
9.572
10.056
9.772
9.68
10.059
9.746
9.706
10.096
9.758
9.713
10.071
9.58
9.726
10.082
9.588
9.917
10.089
9.575
9.979
9.841
9.549
10.039
9.755
9.567
10.081
9.706
9.737
10.086
9.7
9.766
10.074
9.668
9.791
10.039
9.537
9.842
10.006
9.562
10.073
9.948
9.588
10.099
9.635
9.667
10.095
9.571
9.981
10.028
9.583
10.041
9.746
9.58
10.084
9.659
9.675
10.07
9.597
9.961
10.02
9.579
10.045
9.718
9.628
10.088
9.606
9.957
10.015
9.599
10.037
9.703
9.657
10.076
9.599
10.019
9.98
9.585
10.08
9.637
9.732
10.028
9.582
10.071
9.897
9.626
10.077
9.59
9.827
9.957
9.604
10.072
9.798
9.754
10.012
9.623
9.934
9.848
9.689
10.07
9.648
9.933
9.82
9.612
10.061
9.645
9.933
10.008
9.597
10.041
9.638
9.775
9.976
9.634
10.066
9.759
9.808
9.928
9.671
10.027
9.687
9.901
10.034
9.608
10.07
9.637
9.787
9.985
9.627
10.069
9.739
9.89
9.851
9.75
10.045
9.626
10.006
9.725
9.709
10.033
9.624
10.061
9.753
9.858
9.887
9.711
10.051
9.638
9.963
9.79
9.632
10.057
9.62
9.906
9.846
9.744
9.992
9.636
10.014
9.727
9.86
10.04
9.611
10.056
9.631
9.814
9.929
9.705
10.022
9.66
9.964
9.769
9.76
9.821
9.837
9.836
9.849
9.835
9.852
9.836
9.833
9.834
9.842
9.826
9.828
9.823
9.839
9.846
9.832
9.83
9.851
9.845
9.83
9.846
9.839
9.851
9.845
9.841
9.842
9.835
9.847
9.845
9.858
9.83
9.843
9.846
9.826
9.833
9.846
9.859
9.846
9.837
9.847
9.847
9.824
9.854
9.845
9.837
9.839
9.848
9.851
9.838
9.851
9.841
9.849
9.841
9.858
9.834
9.849
9.839
9.833
9.837
9.843
9.849
9.838
9.837
9.836
9.831
9.832
9.836
9.831
9.839
9.851
9.852
9.83
9.84
9.835
9.835
9.848
9.826
9.841
9.854
9.841
9.833
9.84
9.849
9.853
9.84
9.846
9.847
9.834
9.832
9.819
9.836
9.849
9.857
9.852
9.837
9.853
9.844
9.848
9.841
9.851
9.849
9.851
9.841
9.839
9.856
9.844
9.848
9.849
9.847
9.835
9.854
9.844
9.85
9.841
9.84
9.853
9.837
9.85
9.833
9.855
9.841
9.844
9.838
9.852
9.828
9.845
9.844
9.86
9.831
9.843
9.833
9.847
9.846
9.847
9.844
9.841
9.853
9.848
9.85
9.842
9.85
9.837
9.851
9.853
9.856
9.831
9.855
9.848
9.842
9.847
9.847
9.845
9.862
9.84
9.843
9.837
9.846
9.845
9.831
9.837
9.858
9.819
9.831
9.847
9.864
9.839
9.843
9.836
9.842
9.859
9.845
9.839
9.836
9.817
9.831
9.86
9.843
9.86
9.835
9.834
9.836
9.843
9.839
9.82
9.837
9.857
9.837
9.833
9.836
9.834
9.838
9.821
9.839
9.835
9.837
9.831
9.818
9.852
9.838
9.83
9.844
9.841
9.843
9.835
9.83
9.827
9.843
9.843
9.82
9.837
9.843
9.838
9.837
9.83
9.836
9.837
9.827
9.83
9.839
9.839
9.82
9.832
9.836
9.836
9.836
9.842
9.837
9.844
9.838
9.836
9.83
9.825
9.848
9.837
9.838
9.823
9.836
9.825
9.834
9.839
9.846
9.829
9.821
9.831
9.848
9.834
9.832
9.844
9.828
9.844
9.846
9.849
9.85
9.848
9.838
9.836
9.836
9.833
9.828
9.832
9.837
9.828
9.842
9.831
9.857
9.841
9.822
9.837
9.831
9.833
9.827
9.844
9.837
9.842
9.839
9.847
9.841
9.834
9.829
9.884
9.595
9.591
10.042
9.633
9.941
9.878
9.878
9.887
9.71
10.014
9.765
9.959
9.697
10.02
9.791
9.901
9.775
9.91
9.932
9.747
9.937
9.722
10.046
9.636
10.048
9.624
9.936
9.76
9.887
9.823
9.678
10.031
9.647
10.052
9.701
9.936
9.785
9.68
10.022
9.643
10.031
9.69
9.958
9.767
9.879
10.003
9.641
10.053
9.621
9.977
9.72
9.934
9.771
9.695
10.003
9.657
10.029
9.634
10.018
9.68
9.975
9.887
9.756
9.935
9.627
10.045
9.652
10.035
9.808
9.829
9.889
9.773
10.033
9.619
10.048
9.621
9.934
9.787
9.853
9.841
9.665
10.024
9.646
10.034
9.688
9.984
9.705
9.957
9.922
9.745
9.96
9.678
10.037
9.633
10.035
9.782
9.884
9.838
9.815
10.005
9.654
10.035
9.633
9.98
9.73
9.928
9.75
9.764
9.927
9.744
9.944
9.63
10.029
9.625
10.057
9.696
9.947
9.746
9.915
9.922
9.767
9.908
9.751
10.035
9.619
10.032
9.706
9.939
9.757
9.918
9.946
9.716
9.976
9.705
10.053
9.647
10.021
9.661
9.864
9.841
9.823
9.87
9.656
10.021
9.656
10.018
9.648
10.04
9.645
10.029
9.652
10.028
9.661
10.03
9.766
9.904
9.742
9.813
9.83
9.865
9.781
9.737
9.941
9.739
9.912
9.647
10.031
9.649
10.027
9.651
10.041
9.635
10.037
9.685
10.0
9.682
10.004
9.805
9.91
9.781
9.942
9.892
9.8
9.89
9.666
10.006
9.678
9.989
9.63
10.034
9.654
10.043
9.666
10.023
9.626
10.038
9.676
10.012
9.662
10.008
9.776
9.937
9.747
9.946
9.88
9.808
9.834
9.894
9.903
9.82
9.818
9.869
9.921
9.759
9.883
9.66
9.975
9.712
9.909
9.654
9.993
9.694
9.941
9.643
9.995
9.681
9.961
9.637
10.004
9.693
9.922
9.623
10.006
9.718
9.94
9.649
10.001
9.703
9.912
9.639
9.98
9.69
9.947
9.646
9.981
9.715
10.031
9.655
9.979
9.956
9.85
9.846
9.834
