accelerometer_z
9.742
9.739
9.752
9.735
9.743
9.739
9.723
9.75
9.735
9.739
9.738
9.734
9.746
9.756
9.745
9.751
9.747
9.736
9.742
9.743
9.74
9.741
9.741
9.735
9.75
9.742
9.742
9.748
9.743
9.755
9.742
9.755
9.747
9.748
9.723
9.732
9.735
9.749
9.722
9.747
9.732
9.733
9.737
9.735
9.742
9.737
9.729
9.729
9.731
9.737
9.757
9.742
9.728
9.736
9.743
9.758
9.751
9.739
9.744
9.746
9.754
9.738
9.743
9.744
9.75
9.735
9.734
9.741
9.735
9.744
9.745
9.741
9.74
9.747
9.745
9.737
9.75
9.742
9.75
9.757
9.745
9.756
9.744
9.73
9.746
9.741
9.737
9.737
9.744
9.742
9.755
9.738
9.738
9.739
9.748
9.744
9.739
9.741
9.737
9.739
9.741
9.752
9.741
9.734
9.743
9.753
9.761
9.748
9.737
9.737
9.747
9.734
9.732
9.742
9.75
9.743
9.746
9.741
9.752
9.735
9.731
9.738
9.747
9.74
9.748
9.749
9.744
9.734
9.744
9.746
9.739
9.738
9.732
9.746
9.752
9.747
9.749
9.741
9.731
9.736
9.747
9.752
9.758
9.75
9.747
9.752
9.756
9.753
9.741
9.73
9.74
9.736
9.742
9.738
9.743
9.73
9.746
9.746
9.748
9.746
9.751
9.749
9.751
9.75
9.755
9.749
9.745
9.747
9.749
9.747
9.728
9.736
9.745
9.746
9.746
9.748
9.74
9.737
9.744
9.741
9.744
9.752
9.742
9.731
9.744
9.74
9.75
9.741
9.744
9.752
9.762
9.75
9.748
9.76
9.754
9.747
9.745
9.732
9.74
9.749
9.746
9.74
9.735
9.743
9.746
9.734
9.74
9.742
9.722
9.733
9.738
9.738
9.745
9.75
9.755
9.756
9.727
9.748
9.729
9.739
9.744
9.746
9.728
9.734
9.735
9.748
9.744
9.743
9.749
9.753
9.752
9.715
9.707
9.717
9.721
9.725
9.728
9.73
9.732
9.728
9.734
9.733
9.736
9.744
9.752
9.738
9.734
9.768
9.77
9.742
9.755
9.752
9.768
9.782
9.77
9.764
9.758
9.766
9.75
9.742
9.744
9.738
9.745
9.738
9.728
9.735
9.726
9.729
9.747
9.73
9.723
9.744
9.749
9.754
9.746
9.754
9.749
9.758
9.746
9.761
9.766
9.773
9.777
9.753
9.755
9.767
9.778
9.765
9.757
9.741
9.747
9.748
9.745
9.731
9.735
9.739
9.736
9.729
9.74
9.735
9.721
9.719
9.727
9.745
9.745
9.746
9.744
9.748
9.735
9.753
9.77
9.762
9.757
9.775
9.788
9.78
9.764
9.763
9.759
9.771
9.756
9.751
9.755
9.752
9.739
9.727
9.723
9.727
9.731
9.734
9.723
9.712
9.734
9.745
9.732
9.733
9.743
9.757
9.751
9.746
9.742
9.753
9.752
9.768
9.786
9.776
9.762
9.766
9.77
9.795
9.784
9.743
9.752
9.75
9.749
9.742
9.729
9.739
9.738
9.748
9.742
9.748
9.743
9.735
9.748
9.747
9.738
9.73
9.756
9.742
9.758
9.74
9.757
9.78
9.777
9.759
9.743
9.751
9.759
9.759
9.746
9.738
9.75
9.766
9.77
9.761
9.745
9.74
9.754
9.766
9.747
9.738
9.741
9.754
9.751
9.739
9.749
9.77
9.75
9.737
9.737
9.748
9.746
9.744
9.744
9.731
9.745
9.763
9.74
9.747
9.743
9.741
9.741
9.74
