accelerometer_z
9.851
9.849
9.879
9.857
9.88
9.867
9.87
9.856
9.842
9.877
9.855
9.873
9.873
9.849
9.847
9.85
9.855
9.871
9.871
9.857
9.874
9.861
9.857
9.858
9.841
9.857
9.869
9.866
9.849
9.861
9.851
9.858
9.863
9.842
9.862
9.842
9.86
9.841
9.839
9.855
9.828
9.862
9.847
9.86
9.858
9.839
9.866
9.837
9.843
9.864
9.819
9.884
9.815
9.89
9.835
9.848
9.888
9.808
9.904
9.829
9.859
9.855
9.831
9.886
9.84
9.87
9.845
9.858
9.85
9.837
9.845
9.854
9.857
9.835
9.861
9.848
9.852
9.883
9.843
9.878
9.858
9.858
9.857
9.846
9.87
9.849
9.861
9.844
9.879
9.833
9.889
9.844
9.865
9.875
9.809
9.92
9.817
9.9
9.851
9.837
9.898
9.821
9.904
9.829
9.87
9.875
9.845
9.895
9.837
9.886
9.86
9.875
9.888
9.871
9.888
9.85
9.877
9.863
9.867
9.871
9.867
9.873
9.864
9.88
9.874
9.854
9.874
9.86
9.892
9.857
9.889
9.875
9.867
9.875
9.877
9.868
9.875
9.88
9.886
9.883
9.887
9.87
9.88
9.863
9.872
9.894
9.879
9.868
9.895
9.871
9.887
9.878
9.877
9.876
9.897
9.89
9.887
9.888
9.879
9.876
9.885
9.878
9.881
9.886
9.87
9.883
9.879
9.894
9.884
9.889
9.888
9.871
9.877
9.891
9.872
9.885
9.883
9.897
9.868
9.892
9.882
9.883
9.872
9.894
9.874
9.889
9.891
9.874
9.893
9.882
9.883
9.872
9.887
9.788
9.686
9.831
9.888
9.981
9.906
9.899
9.831
9.822
9.856
9.894
9.915
9.915
9.902
9.881
9.829
9.866
9.883
9.895
9.913
9.894
9.879
9.869
9.855
9.88
9.879
9.922
9.908
9.888
9.895
9.87
9.858
9.88
9.888
9.897
9.886
9.894
9.878
9.862
9.876
9.895
9.877
9.891
9.88
9.883
9.872
9.879
9.891
9.884
9.887
9.882
9.891
9.871
9.878
9.898
9.881
9.882
9.893
9.883
9.894
9.892
9.87
9.882
9.877
9.883
9.894
9.864
9.872
9.87
9.876
9.887
9.887
9.894
9.901
9.892
9.879
9.88
9.884
9.882
9.886
9.876
9.89
9.877
9.879
9.882
9.878
9.893
9.877
9.89
9.889
9.874
9.904
9.882
9.894
9.872
9.875
9.889
9.878
9.895
9.879
9.907
9.879
9.88
9.886
9.865
9.892
9.885
9.874
9.888
9.869
9.884
9.885
9.883
9.886
9.87
9.854
9.88
9.861
9.868
9.884
9.868
9.87
9.878
9.87
9.867
9.862
9.892
9.873
9.89
9.882
9.875
9.864
9.88
9.877
9.864
9.864
9.879
9.866
9.868
9.877
9.866
9.863
9.876
9.869
9.865
9.869
9.867
9.874
9.863
9.871
9.865
9.872
9.871
9.876
9.86
9.865
9.859
9.878
9.875
9.866
9.868
9.879
9.87
9.862
9.868
9.865
9.864
9.882
9.858
9.868
9.866
9.877
9.867
9.868
9.871
9.858
9.858
9.874
9.866
9.882
9.862
9.871
9.866
9.862
9.854
9.852
9.857
9.838
9.845
9.866
9.85
9.869
9.855
9.846
9.844
9.834
9.846
9.868
9.847
9.845
9.818
9.84
9.837
9.835
9.857
9.819
9.848
9.825
9.85
9.842
9.819
9.844
9.836
9.841
9.836
9.836
9.846
9.851
9.833
9.822
9.83
9.832
9.824
9.846
9.84
9.835
9.833
9.821
9.826
9.822
9.829
9.839
9.814
9.83
9.835
9.839
9.818
9.84
9.82
9.815
9.836
9.807
9.852
9.831
9.832
9.818
9.835
9.833
9.818
9.819
9.815
9.822
9.829
9.824
9.833
9.826
9.842
9.824
9.834
9.826
9.82
9.84
9.834
9.844
9.83
9.834
9.834
9.825
9.838
9.833
9.837
9.832
9.82
9.817
9.845
9.84
9.813
9.823
9.835
9.837
9.836
9.821
9.821
9.832
9.807
9.856
9.838
9.85
9.809
9.838
9.829
9.835
9.853
9.833
9.839
9.822
9.843
9.827
9.819
9.854
9.85
9.831
9.842
9.839
9.835
9.842
9.85
9.831
9.843
9.839
9.84
9.815
9.842
9.821
9.847
9.834
9.852
9.847
9.834
9.847
9.838
9.845
9.822
9.84
9.833
9.828
9.852
9.834
9.841
9.826
9.841
9.836
9.838
9.843
9.841
9.84
9.843
9.827
9.852
9.832
9.841
9.844
9.828
9.847
9.827
9.85
9.841
9.853
9.831
9.844
9.841
9.844
9.833
9.853
9.836
9.864
9.843
9.832
9.847
9.831
9.849
9.834
9.846
9.853
9.852
9.842
9.845
9.85
9.854
9.829
9.846
9.837
9.842
9.84
9.846
9.845
9.837
9.823
9.849
9.839
9.831
9.844
9.83
9.85
9.843
9.838
9.839
9.794
10.032
9.684
10.07
9.677
10.054
9.595
10.072
9.629
9.911
9.784
10.036
10.037
9.616
10.054
9.614
10.053
9.677
10.02
9.73
9.755
10.025
9.643
10.108
9.772
9.88
9.942
9.693
10.076
9.748
9.866
9.977
9.64
10.019
9.832
9.796
10.094
9.692
9.952
9.917
9.647
10.063
9.79
9.839
10.094
9.683
9.946
9.951
9.65
10.037
9.84
9.805
10.108
9.751
9.88
10.098
9.681
9.968
9.948
9.636
9.809
9.907
9.879
9.905
9.875
9.9
9.897
9.866
9.888
9.863
9.902
9.878
9.887
9.889
9.886
9.891
9.885
9.895
9.889
9.885
9.896
9.882
9.871
9.895
9.888
9.893
9.887
9.901
9.878
9.887
9.899
9.888
9.884
9.9
9.872
9.884
9.882
9.877
9.889
9.87
9.884
9.895
9.88
9.893
9.885
9.884
9.904
9.887
9.886
9.882
9.894
9.909
9.778
9.765
9.939
9.794
9.843
10.042
9.685
10.023
9.711
10.096
9.674
9.987
9.749
10.026
9.76
9.817
9.958
9.796
10.11
9.65
10.116
9.665
9.98
9.828
9.923
9.906
9.679
10.109
9.667
10.097
9.857
9.848
9.986
9.72
10.101
9.7
9.999
9.827
9.683
10.1
9.651
10.093
9.923
9.757
10.072
9.649
10.018
9.848
9.792
9.892
9.848
9.663
9.862
9.894
9.745
9.954
9.858
9.871
9.717
10.059
9.693
10.108
9.665
10.08
9.737
9.986
10.01
9.704
10.086
9.645
10.004
9.829
9.863
9.968
9.651
10.074
9.731
9.971
10.028
9.686
10.097
9.663
9.888
9.958
9.717
10.073
9.689
9.996
9.817
9.862
10.085
9.65
10.094
9.661
9.858
9.945
9.719
10.089
9.677
10.004
9.784
9.868
9.882
9.837
9.871
9.866
9.878
9.876
9.853
9.854
9.857
9.85
9.87
9.854
9.858
9.868
9.873
9.858
9.875
9.859
9.877
9.873
9.851
9.879
9.846
9.872
9.868
9.868
9.874
9.851
9.878
9.852
9.853
9.871
9.86
9.89
9.864
9.882
9.876
9.858
9.874
9.86
9.872
9.864
9.86
9.894
9.847
9.873
9.877
9.867
9.867
9.854
9.871
9.866
9.874
9.86
9.872
9.883
9.869
9.877
9.878
9.888
9.877
9.868
9.884
9.869
9.857
9.888
9.869
9.868
9.887
9.87
9.879
9.868
9.884
9.875
9.874
9.872
9.871
9.89
9.869
9.889
9.885
9.863
9.886
9.878
9.877
9.874
9.871
9.893
9.862
9.877
9.859
9.861
9.882
9.888
9.879
9.881
9.851
9.894
9.876
9.875
9.869
9.869
9.873
9.871
9.878
9.871
9.87
9.875
9.851
9.889
9.857
9.858
9.867
9.86
9.884
9.872
9.872
9.879
9.879
9.868
9.867
9.874
9.876
9.87
9.872
9.887
9.854
9.883
9.875
9.881
9.882
9.885
9.869
9.855
9.87
9.885
9.883
9.876
9.868
9.875
9.885
9.841
9.865
9.883
9.884
9.879
9.872
9.86
9.882
9.872
9.879
9.86
9.875
9.875
9.873
9.888
9.871
9.864
9.877
9.891
9.895
9.87
9.882
9.884
9.878
9.887
9.883
9.88
9.872
9.883
9.887
9.872
9.887
9.887
9.87
9.893
9.873
9.885
9.88
9.866
9.874
9.885
9.889
9.871
9.861
9.881
9.858
9.869
9.884
9.872
9.859
9.862
9.869
9.877
9.868
9.889
9.867
9.862
9.86
9.868
9.917
10.048
10.008
9.747
10.075
9.679
